0,1,80,0,0,0,0,0,0,20,0,1600,1900
0,2,80,0,0,0,0,0,0,20,0,1600,1900
0,3,80,0,0,0,0,0,0,20,0,1600,1900
0,4,80,0,0,0,0,0,0,20,0,1600,1900
0,5,80,0,0,0,0,0,0,20,0,1600,1900
0,6,80,0,0,0,0,0,0,20,0,1600,1900
0,7,80,0,0,0,0,0,0,20,0,1600,1900
0,8,80,0,0,0,0,0,0,20,0,1600,1900
0,9,80,0,0,0,0,0,0,20,0,1600,1900
0,10,80,0,0,0,0,0,0,20,0,1600,1900
0,11,80,0,0,0,0,0,0,20,0,1600,1900
0,12,80,0,0,0,0,0,0,20,0,1600,1900
57,1,20,0,20,15,15,2,3,20,5,1600,1700
57,2,20,0,20,15,15,2,3,20,5,1630,1730
57,3,25,0,25,10,15,0,0,25,0,1700,1800
57,4,40,0,25,5,10,0,0,20,0,1800,1900
57,5,45,0,25,5,5,0,0,20,0,1900,2000
57,6,45,3,22,5,5,0,0,20,0,2000,2100
57,7,50,3,22,5,5,0,0,15,0,2000,2100
57,8,40,3,22,10,10,0,0,15,0,1900,2000
57,9,35,0,25,10,10,0,0,20,0,1800,1900
57,10,35,0,25,15,10,0,0,15,0,1700,1800
57,11,25,0,25,10,15,0,0,23,2,1630,1730
57,12,20,0,20,10,15,2,3,25,5,1600,1700
300,1,5,0,5,5,5,20,10,40,10,1500,1600
300,2,6,0,10,7,10,9,18,30,10,1600,1700
300,3,6,0,13,10,12,9,10,30,10,1730,1830
300,4,6,0,18,14,25,1,3,30,3,1830,1900
300,5,8,1,14,12,32,0,1,32,0,1930,2030
300,6,11,2,27,8,35,0,0,17,0,2000,2100
300,7,15,2,25,8,40,0,0,10,0,1930,2030
300,8,11,2,27,8,35,0,0,17,0,1830,1930
300,9,8,1,14,12,32,0,1,32,0,1730,1830
300,10,4,0,15,14,25,1,3,35,3,1630,1730
300,11,1,0,10,7,10,9,18,35,10,1530,1630
300,12,0,0,5,5,5,25,10,40,10,1500,1600
329,1,17,0,17,27,0,7,2,30,0,1530,1630
329,2,19,0,17,31,0,5,1,27,0,1630,1730
329,3,21,0,16,33,0,6,1,23,0,1730,1830
329,4,30,0,19,34,1,0,0,16,0,1900,2000
329,5,41,0,19,27,3,0,0,10,0,2000,2100
329,6,52,0,17,18,5,0,0,8,0,2030,2130
329,7,60,0,16,15,5,0,0,4,0,2030,2130
329,8,57,0,12,22,3,0,0,6,0,1930,2030
329,9,47,0,12,31,0,0,0,10,0,1830,1930
329,10,29,0,14,47,0,0,0,10,0,1700,1800
329,11,14,0,13,44,0,6,1,22,0,1530,1630
329,12,15,0,16,30,0,7,2,30,0,1530,1630
365,1,15,0,5,15,10,15,10,30,0,1500,1600
365,2,15,0,5,20,15,10,5,30,0,1530,1630
365,3,15,0,5,20,15,10,5,25,5,1600,1700
365,4,25,0,15,15,20,0,5,16,4,1700,1800
365,5,35,0,20,15,15,0,0,15,0,1800,1900
365,6,40,0,25,5,10,0,0,20,0,1900,2000
365,7,50,0,20,5,10,0,0,15,0,1900,2000
365,8,35,0,20,10,10,0,0,25,0,1800,1900
365,9,25,0,20,15,15,0,0,20,5,1700,1800
365,10,15,0,15,20,15,0,0,30,5,1600,1700
365,11,10,0,15,15,15,5,10,30,0,1530,1630
365,12,10,0,15,15,15,15,10,20,0,1500,1600
400,1,20,0,20,15,15,2,3,20,5,1600,1700
400,2,20,0,20,15,15,2,3,20,5,1630,1730
400,3,25,0,25,10,15,0,0,25,0,1700,1800
400,4,40,0,25,5,10,0,0,20,0,1800,1900
400,5,45,0,25,5,5,0,0,20,0,1900,2000
400,6,45,3,22,5,5,0,0,20,0,2000,2100
400,7,50,3,22,5,5,0,0,15,0,2000,2100
400,8,40,3,22,10,10,0,0,15,0,1900,2000
400,9,35,0,25,10,10,0,0,20,0,1800,1900
400,10,35,0,25,15,10,0,0,15,0,1700,1800
400,11,25,0,25,10,15,0,0,23,2,1630,1730
400,12,20,0,20,10,15,2,3,25,5,1600,1700
830,1,20,0,10,20,0,10,0,40,0,1530,1630
830,2,20,0,10,30,0,10,0,30,0,1600,1700
830,3,30,0,30,20,0,0,0,20,0,1700,1800
830,4,45,0,25,20,0,0,0,10,0,1830,1930
830,5,50,0,20,20,10,0,0,0,0,1930,2030
830,6,66,4,20,10,0,0,0,0,0,2000,2100
830,7,74,6,10,10,0,0,0,0,0,2000,2100
830,8,68,2,20,10,0,0,0,0,0,1900,2000
830,9,50,0,20,20,10,0,0,0,0,1800,1900
830,10,40,0,30,20,0,0,0,10,0,1700,1800
830,11,30,0,30,20,0,0,0,20,0,1530,1630
830,12,20,0,10,20,0,10,0,40,0,1500,1600
967,1,3,0,14,10,12,18,8,32,3,1500,1600
967,2,5,0,22,8,8,16,13,24,4,1530,1630
967,3,13,0,16,20,23,3,4,16,5,1600,1700
967,4,18,1,20,10,35,1,1,8,6,1700,1800
967,5,30,5,10,10,38,0,0,4,3,1800,1900
967,6,39,7,4,6,42,0,0,1,1,1900,2000
967,7,52,8,3,3,33,0,0,1,0,1900,2000
967,8,46,6,10,4,31,0,0,2,1,1800,1900
967,9,33,3,15,14,27,0,0,3,5,1700,1800
967,10,11,0,25,22,17,1,1,15,8,1600,1700
967,11,2,0,15,28,10,6,8,25,6,1530,1630
967,12,1,0,8,25,13,15,15,20,3,1500,1600
1058,1,14,0,20,19,22,2,3,17,3,1545,1645
1058,2,14,0,19,16,25,2,2,17,5,1630,1730
1058,3,17,0,22,13,20,1,2,25,0,1730,1830
1058,4,25,0,25,10,20,0,0,20,0,1930,2030
1058,5,35,0,23,9,15,0,0,18,0,2015,2115
1058,6,40,0,24,8,8,0,0,20,0,2100,2200
1058,7,43,0,20,7,10,0,0,20,0,2045,2145
1058,8,37,0,25,8,10,0,0,20,0,1945,2045
1058,9,35,0,23,12,10,0,0,20,0,1845,1945
1058,10,30,0,25,15,15,0,0,15,0,1730,1830
1058,11,22,0,25,15,15,0,0,21,2,1530,1630
1058,12,15,0,20,20,15,2,3,20,5,1515,1615
1086,1,20,0,10,20,10,10,10,10,10,1600,1700
1086,2,30,0,20,20,10,0,0,10,10,1630,1730
1086,3,40,0,20,20,10,0,0,10,0,1700,1800
1086,4,50,0,20,20,0,0,0,10,0,1745,1845
1086,5,60,0,20,10,0,0,0,10,0,1830,1930
1086,6,66,4,10,10,0,0,0,10,0,1845,1945
1086,7,74,6,10,10,0,0,0,0,0,1845,1945
1086,8,66,4,10,10,0,0,0,10,0,1800,1900
1086,9,60,0,20,10,0,0,0,10,0,1730,1830
1086,10,40,0,20,10,10,0,0,10,10,1630,1730
1086,11,30,0,20,10,10,0,0,20,10,1545,1645
1086,12,20,0,10,20,10,10,10,10,10,1545,1645
1159,1,22,0,17,22,0,7,2,30,0,1530,1630
1159,2,24,0,17,26,0,5,1,27,0,1630,1730
1159,3,26,0,16,28,0,6,1,23,0,1730,1830
1159,4,35,0,19,30,0,0,0,16,0,1900,2000
1159,5,46,0,19,23,2,0,0,10,0,2000,2100
1159,6,57,0,17,14,4,0,0,8,0,2030,2130
1159,7,65,0,16,11,4,0,0,4,0,2030,2130
1159,8,62,0,12,18,2,0,0,6,0,1930,2030
1159,9,52,0,11,27,0,0,0,10,0,1830,1930
1159,10,34,0,14,42,0,0,0,10,0,1700,1800
1159,11,19,0,13,39,0,6,1,22,0,1530,1630
1159,12,20,0,16,25,0,7,2,30,0,1530,1630
1188,1,10,0,5,20,10,25,10,20,0,1500,1600
1188,2,10,0,5,20,15,20,10,20,0,1530,1630
1188,3,15,0,5,25,15,10,5,20,5,1600,1700
1188,4,25,0,15,15,20,0,5,16,4,1700,1800
1188,5,35,0,20,15,15,0,0,15,0,1800,1900
1188,6,40,0,25,5,10,0,0,20,0,1900,2000
1188,7,50,0,20,5,10,0,0,15,0,1900,2000
1188,8,35,0,20,10,10,0,0,25,0,1800,1900
1188,9,25,0,20,15,15,0,0,20,5,1700,1800
1188,10,15,0,10,25,15,0,0,30,5,1600,1700
1188,11,10,0,10,15,15,20,10,20,0,1530,1630
1188,12,10,0,10,15,10,25,10,20,0,1500,1600
1214,1,10,0,10,5,5,25,10,30,5,1500,1530
1214,2,20,0,10,5,5,20,10,25,5,1545,1630
1214,3,35,0,15,10,10,10,5,15,0,1645,1715
1214,4,40,0,20,20,10,0,0,10,0,1830,1915
1214,5,35,5,10,25,15,0,0,10,0,1930,2000
1214,6,35,10,5,25,20,0,0,5,0,2000,2045
1214,7,30,10,5,30,20,0,0,5,0,1945,2030
1214,8,35,15,10,20,15,0,0,5,0,1900,1945
1214,9,40,5,15,20,10,0,0,10,0,1745,1830
1214,10,25,0,10,25,10,10,0,20,0,1645,1730
1214,11,25,0,10,10,5,20,5,25,0,1445,1530
1214,12,10,0,5,5,5,30,10,30,5,1415,1500
1243,1,25,0,10,35,10,0,0,15,5,1745,1830
1243,2,30,0,10,30,15,0,0,15,0,1815,1900
1243,3,55,0,15,10,10,0,0,10,0,1900,1945
1243,4,60,10,0,10,20,0,0,0,0,2000,2100
1243,5,75,10,5,5,5,0,0,0,0,2030,2130
1243,6,80,20,0,0,0,0,0,0,0,2100,2200
1243,7,85,15,0,0,0,0,0,0,0,2100,2200
1243,8,85,15,0,0,0,0,0,0,0,2045,2130
1243,9,60,10,0,20,10,0,0,0,0,2000,2030
1243,10,40,0,10,20,20,0,0,10,0,1845,1930
1243,11,25,0,10,25,25,0,0,15,0,1730,1830
1243,12,30,0,10,30,15,0,0,10,5,1715,1830
1269,1,10,0,10,5,5,30,5,30,5,1500,1530
1269,2,20,0,10,5,5,20,10,25,5,1545,1630
1269,3,35,0,15,15,15,0,5,15,0,1645,1715
1269,4,45,0,25,15,5,0,0,10,0,1830,1915
1269,5,50,5,10,10,15,0,0,10,0,1930,2000
1269,6,60,5,5,5,15,0,0,10,0,2000,2045
1269,7,65,5,10,5,5,0,0,10,0,1945,2030
1269,8,65,5,10,5,5,0,0,10,0,1900,1945
1269,9,45,5,10,10,15,0,0,15,0,1745,1830
1269,10,30,0,10,25,15,0,0,20,0,1645,1730
1269,11,25,0,10,10,5,20,5,25,0,1445,1530
1269,12,10,0,5,5,5,30,10,30,5,1415,1500
1297,1,15,0,13,25,20,4,4,17,2,1530,1630
1297,2,15,0,18,16,20,3,7,17,4,1630,1730
1297,3,15,0,20,18,19,0,3,25,0,1715,1815
1297,4,21,0,17,12,25,0,0,25,0,1930,2030
1297,5,40,0,25,10,15,0,0,10,0,2030,2130
1297,6,45,0,25,7,8,0,0,15,0,2100,2200
1297,7,50,1,25,6,8,0,0,10,0,2045,2145
1297,8,41,1,20,8,15,0,0,15,0,1945,2045
1297,9,32,0,21,15,18,0,0,14,0,1830,1930
1297,10,28,0,20,17,18,0,0,17,0,1730,1830
1297,11,15,0,25,18,15,0,2,20,5,1515,1615
1297,12,10,0,15,25,12,3,5,25,5,1445,1545
1332,1,5,0,15,25,10,5,10,25,5,1630,1730
1332,2,10,0,20,20,10,5,10,20,5,1700,1800
1332,3,20,0,20,20,15,0,0,20,5,1730,1830
1332,4,45,0,15,10,15,0,0,15,0,1900,2000
1332,5,55,0,15,10,15,0,0,5,0,1930,2030
1332,6,75,5,15,0,5,0,0,0,0,1945,2045
1332,7,85,10,5,0,0,0,0,0,0,2000,2100
1332,8,90,10,0,0,0,0,0,0,0,1930,2030
1332,9,50,5,15,10,10,0,0,10,0,1830,1930
1332,10,15,0,20,20,25,0,0,15,5,1745,1845
1332,11,10,0,15,25,15,0,0,25,10,1615,1715
1332,12,10,0,15,30,5,5,10,15,10,1600,1700
1455,1,10,0,5,20,10,25,10,20,0,1400,1500
1455,2,10,0,5,20,15,20,10,20,0,1500,1600
1455,3,15,0,5,25,15,10,5,20,5,1600,1700
1455,4,25,0,15,15,20,0,5,16,4,1830,1930
1455,5,35,0,20,15,15,0,0,15,0,1930,2030
1455,6,40,0,25,5,10,0,0,20,0,2100,2200
1455,7,50,0,20,5,10,0,0,15,0,2100,2200
1455,8,35,0,20,10,10,0,0,25,0,2000,2100
1455,9,25,0,20,15,15,0,0,20,5,1900,2000
1455,10,15,0,10,20,15,0,5,30,5,1730,1830
1455,11,10,0,10,15,15,20,10,20,0,1500,1600
1455,12,10,0,10,15,10,25,10,20,0,1400,1500
1477,1,10,0,15,8,8,23,16,15,5,1500,1600
1477,2,10,0,15,12,13,16,14,15,5,1530,1630
1477,3,25,0,15,10,15,3,7,25,0,1600,1700
1477,4,30,0,20,10,15,0,5,20,0,1700,1800
1477,5,30,0,25,5,20,0,0,20,0,1800,1900
1477,6,30,0,25,5,20,0,0,20,0,1900,2000
1477,7,35,0,25,5,20,0,0,15,0,1900,2000
1477,8,30,0,25,10,20,0,0,15,0,1800,1900
1477,9,35,0,20,10,15,0,0,20,0,1700,1800
1477,10,35,0,35,10,5,0,0,15,0,1600,1700
1477,11,25,0,35,10,5,0,0,23,2,1530,1630
1477,12,20,0,25,10,5,5,5,25,5,1500,1600
1497,1,20,0,30,30,0,0,10,10,0,1500,1530
1497,2,20,0,40,30,0,0,0,10,0,1545,1615
1497,3,30,0,30,20,10,0,0,10,0,1630,1730
1497,4,50,0,20,10,10,0,0,10,0,1745,1830
1497,5,60,0,20,0,20,0,0,0,0,1815,1945
1497,6,70,0,20,0,10,0,0,0,0,1830,1945
1497,7,80,10,10,0,0,0,0,0,0,1830,1945
1497,8,80,10,10,0,0,0,0,0,0,1800,1930
1497,9,70,0,20,0,10,0,0,0,0,1715,1800
1497,10,50,0,30,0,20,0,0,0,0,1630,1700
1497,11,40,0,40,20,0,0,0,0,0,1530,1615
1497,12,20,0,30,30,0,0,10,10,0,1500,1545
1532,1,0,0,20,10,30,40,0,0,0,2200,2300
1532,2,10,0,10,25,30,25,0,0,0,2230,2330
1532,3,40,0,25,5,10,0,0,20,0,2300,0
1532,4,55,0,10,5,15,0,0,15,0,0,100
1532,5,70,0,10,10,10,0,0,0,0,100,200
1532,6,90,0,5,5,0,0,0,0,0,200,300
1532,7,90,0,10,0,0,0,0,0,0,200,300
1532,8,95,0,5,0,0,0,0,0,0,100,200
1532,9,80,0,5,10,0,0,0,5,0,0,100
1532,10,60,0,10,10,5,0,5,10,0,2300,0
1532,11,30,0,30,20,5,5,5,5,0,2230,2330
1532,12,0,0,30,20,10,10,25,5,0,2200,2300
1592,1,60,0,20,10,0,0,0,10,0,2300,0
1592,2,60,0,20,10,0,0,0,10,0,2330,30
1592,3,60,0,20,10,0,0,0,10,0,0,100
1592,4,60,0,10,10,10,0,0,10,0,100,200
1592,5,60,0,0,10,20,0,0,10,0,100,200
1592,6,40,10,0,0,30,0,0,20,0,130,230
1592,7,40,10,0,0,30,0,0,20,0,130,230
1592,8,40,10,0,0,30,0,0,20,0,100,200
1592,9,50,0,10,10,20,0,0,10,0,30,130
1592,10,60,0,10,10,10,0,0,10,0,0,100
1592,11,60,0,20,10,0,0,0,10,0,2300,0
1592,12,60,0,20,10,0,0,0,10,0,2300,0
1657,1,80,0,0,0,10,0,0,10,0,1000,1115
1657,2,80,0,0,0,10,0,0,10,0,930,1045
1657,3,70,0,10,10,0,0,0,10,0,900,1015
1657,4,70,0,10,10,0,0,0,10,0,800,900
1657,5,60,0,10,20,0,0,0,10,0,730,830
1657,6,50,0,20,20,0,0,0,10,0,700,800
1657,7,50,0,20,20,0,0,0,10,0,700,815
1657,8,50,0,20,20,0,0,0,10,0,730,830
1657,9,60,0,10,10,10,0,0,10,0,800,900
1657,10,60,0,10,10,10,0,0,10,0,900,1000
1657,11,60,0,10,10,10,0,0,10,0,930,1030
1657,12,80,0,0,0,10,0,0,10,0,1000,1115
1673,1,70,0,0,0,0,10,5,0,15,930,1030
1673,2,70,0,0,0,0,10,5,0,15,1000,1100
1673,3,65,10,5,5,5,0,0,10,0,1030,1130
1673,4,65,10,5,5,5,0,0,10,0,1100,1200
1673,5,40,15,10,10,10,0,0,15,0,1130,1230
1673,6,40,15,10,10,10,0,0,15,0,1200,1300
1673,7,5,5,10,45,25,0,0,10,0,1200,1300
1673,8,5,5,10,45,25,0,0,10,0,1130,1230
1673,9,40,15,10,10,10,0,0,15,0,1045,1145
1673,10,65,10,5,5,5,0,0,10,0,1000,1100
1673,11,65,10,5,5,5,0,0,10,0,930,1030
1673,12,70,0,0,0,0,10,5,0,15,915,1015
1680,1,70,10,0,0,10,0,0,10,0,1415,1515
1680,2,75,10,0,0,10,0,0,5,0,1430,1530
1680,3,80,10,0,0,5,0,0,5,0,1500,1600
1680,4,80,10,5,0,0,0,0,5,0,1515,1615
1680,5,85,10,5,0,0,0,0,0,0,1530,1630
1680,6,90,10,0,0,0,0,0,0,0,1545,1645
1680,7,90,10,0,0,0,0,0,0,0,1545,1645
1680,8,85,10,5,0,0,0,0,0,0,1530,1630
1680,9,80,10,5,0,0,0,0,5,0,1500,1600
1680,10,80,10,0,0,5,0,0,5,0,1430,1530
1680,11,75,10,0,0,10,0,0,5,0,1400,1500
1680,12,70,10,0,0,10,0,0,10,0,1400,1500
1684,1,45,5,5,15,10,10,10,0,0,750,850
1684,2,45,5,5,15,10,10,10,0,0,820,920
1684,3,60,5,5,20,10,0,0,0,0,845,945
1684,4,65,5,5,15,10,0,0,0,0,915,1015
1684,5,70,5,5,10,10,0,0,0,0,940,1040
1684,6,50,5,5,30,10,0,0,0,0,1000,1100
1684,7,45,5,5,35,10,0,0,0,0,1000,1100
1684,8,50,5,5,30,10,0,0,0,0,930,1030
1684,9,70,5,5,10,10,0,0,0,0,845,945
1684,10,65,5,5,15,10,0,0,0,0,800,900
1684,11,60,5,5,20,10,0,0,0,0,745,945
1684,12,50,5,5,10,10,10,10,0,0,730,930
1711,1,70,0,0,0,0,10,5,0,15,930,1030
1711,2,70,0,0,0,0,10,5,0,15,1000,1100
1711,3,65,10,5,5,5,0,0,10,0,1030,1130
1711,4,65,10,5,5,5,0,0,10,0,1100,1200
1711,5,40,15,10,10,10,0,0,15,0,1130,1230
1711,6,40,15,10,10,10,0,0,15,0,1200,1300
1711,7,5,5,10,45,25,0,0,10,0,1200,1300
1711,8,5,5,10,45,25,0,0,10,0,1130,1230
1711,9,40,15,10,10,10,0,0,15,0,1045,1145
1711,10,65,10,5,5,5,0,0,10,0,1000,1100
1711,11,65,10,5,5,5,0,0,10,0,930,1030
1711,12,70,0,0,0,0,10,5,0,15,915,1015
1773,1,60,0,0,5,5,0,0,30,0,2030,2130
1773,2,70,0,0,8,7,0,0,15,0,2030,2130
1773,3,70,0,0,8,7,0,0,15,0,2030,2130
1773,4,65,0,0,8,7,0,0,20,0,2000,2100
